__text__,kmeans_label,dbscan_label
nice android lew,2,-1
fake model accurate original kind disappointed cause pro max look identical older model base plus one stand,0,-1
wait come iphone price drop significantly upgrade month old pro max,0,-1
pro reminds pro alot hopefully better battery,0,-1
build quality probably similar better apple lmao,2,-1
dbrand please make minion skin standard iphone,3,-1
massive huge clickbait nice one additional button camera believe,2,-1
current iphone user time switch every year switching annually nut,1,-1
please ask send pixel model much closer standard iphone camera module look like minion despicable,4,-1
would recommend pro,0,-1
yet know let answer though,2,-1
show gta plesss,2,-1
fingerprint sensor back iphone,3,-1
think new know old option must buy without thinking,2,-1
excited buy iphone promax,3,-1
thats new nothing phone,2,-1
use bring back damn podcast button,2,-1
person ignores comment gay,2,-1
enough high priced phone,2,-1
wow new phone thing rest different color exciting phone company could would put headphone jack removable battery,2,-1
please bring back podcast really good,2,-1
thanks clickbait,2,-1
get old,2,-1
android user think iphone better,3,-1
back iphone model,3,-1
cmf phone,2,12
china know look like wait build,4,-1
new camera layout really put flash vertically underneath camera rather side case going look weird big cut flash,2,-1
see comment know,2,-1
look like galaxy theme,4,-1
iphone people weird,3,-1
camera bump look million time better kept way start iphone,2,-1
hope least display base model,2,-1
garbage,2,-1
new button called capture button dedicated camera continuation lens alignment allow force shoot horizontally make spatial video eventually encourage buy vision pro next coming headset maybe pair glass,2,-1
extra button window band like awhile,2,-1
best wish,2,-1
nah,2,-1
fucking dynamic island still exist,2,-1
good run apple looking flip heard rcs enabled apple know anymore,2,-1
iphone look like nothing phone without light clone iphone,4,-1
imagine full spectrum china stealing,2,-1
apple intelligence,2,-1
tech youtuber still us clickbait,2,-1
surprised,2,-1
secondary button,2,-1
extra button camera sure,2,-1
decrease uploads recently need video,2,-1
nothing new matte black amazing,2,-1
hey lou please retrospective video precise last year mock real,2,-1
look great ngl,4,-1
nothing big changed grand scheme thing,2,-1
clickbait finest,2,5
looking forward still using pro max recently started using gopro fastest processing footage,0,-1
always fake,2,-1
cause leak,2,-1
cause case company make phone case time iphone,3,-1
need new airpod pro,0,-1
look good,4,-1
phone smh done apple frfr,2,-1
use threadripper,2,-1
find phone case,2,-1
minion bandwagon back,2,-1
black look clean,4,-1
sleek,2,-1
thought sexy make want get one,2,-1
yeah imagine expandable memory storage pfff would,2,-1
bought iphone november likely looking replacing phone,3,-1
obvious apple copy product,2,-1
shutter button everyone say,2,-1
shudder button,2,-1
rhey better remove ugly big notch,2,-1
hope cheaper variant,2,-1
babe something worth usd feel cheap aint worth asking price,2,-1
upgraded iphone iphone pro max october last year gon buy pro max know,0,-1
start selling ipad mini instead pro max point,0,-1
love black basic model,2,-1
apple samsung designer must really good friend day sharing design lately,2,-1
camera look identical one new samsung fold,4,-1
agree theemclane,2,-1
exactly buy samsung io much better,2,-1
rolih android better,2,-1
seebeez apple io much quality life samsung lack samsung offer better hardware freedom though better different,2,-1
seebeez part android user kicked switching io sooner,2,-1
zacgougeon everythiing android customizable constrained like iphone release android come variety hardware configuration iphone feature already available android long iphone using samsung display running really see difference much smoother pleasing eye iphones still display iphone island notch take space screen compared punch hole design current device,3,-1
seebeez kind hardware configuration keyboard camera lens apple use display,2,-1
put case nothing phone base plus iphone nobody could tell difference see samsung,2,-1
rolih io kindergarten,2,-1
garyglass name quality life feature,2,-1
rolih android better,2,-1
britenry opinion broke samsung user,2,-1
justin invalid argument android huge range price look price fold budget android phone,2,-1
theemclane layout literally iphone lookalike imo,2,-1
thinking mad reason samsung guy seeing starting similarity making give samsung better iphones better know mean,2,-1
think io better samsung,2,-1
look pretty clean love getting inspired,2,-1
rolih going samsung bored iphone need something different,2,-1
ultra cost pro even mean tackling topic broke tell make minimum wage justin,2,-1
garyglass exactly,2,-1
seebeez run guess meant,2,-1
see apple folding phone,2,-1
garyglass reason compare phone come different perspective,2,-1
hate got budpro smh getting nerve,2,-1
barry folding phone even thing annoying line middle screen,2,-1
watch actuary samsung comment people hate anyone gargling samsungs sack,2,-1
barry apple folding phone started iphone plus,3,-1
annoying let face afford one,2,-1
zacgougeon realize thing subjective right winnable argument,2,-1
justin samsungs cost thee iphones apple user financing phone got people working mcdonald iphones,2,-1
zacgougeon apple us samsungs display meant sure person talking samsung us display,2,-1
apple come version someone else perfected soon flip fold almost completely creaseless,2,-1
samsung want slice idiot consumer many profit,2,-1
peculiartings still one want samsung cuz apple logo,2,-1
lifeisgrey android child get bored easily iphones professional know want device,2,-1
swagalious average samsung phone cost percent less base model iphone cost,2,-1
lifeisgrey apple added feature consumer centric android literally botched patchwork even make sense,2,-1
lifeisgrey ratio asked,2,-1
lifeisgrey still broke cuz samsung end day,2,-1
lifeisgrey use well fanboys side annoying love samsung apple device people tripping hard,2,-1
omarionbayley completely agree could sit day argue samsung apple iphone easier convenient use daily basis get freedom samsung power depends good user,2,-1
seebeez barely even notice dynamic island tho smh,2,-1
zacgougeon apple use us forget samsung make screen apple,2,-1
rolih samsung far better try,2,-1
justin samsung expensive apple broke iphone user could never afford flip phone series lol,2,-1
people want feeling classic flip phone also modern smart phone plus line middle longer visible new flip phone,2,-1
josemonterrosa look apple betterz samsung fan broke comment apple dick rider afford ultra,2,-1
justin nobody last time checked everyone day switching samsung even former iphone user hmm,2,-1
justin many comment apple paying defend bad meatriding crazy,2,-1
trini dbone flip phone even consumer centric device apple make flip phone would cost whole life saving,2,-1
trini dbone many samsung broker target love window macos iphone android bcz doesnt work,2,-1
trini dbone samsung expensive apple funniest farce seen month samsung wished would put markup price apple albeit apple samsung associated android never considered premium apple selling odd ultra define whole lineup company,2,-1
justin glazing phone brand please get life literally barely difference two preference back old day samsung would one apple something apple would one samsung another little difference completely wild say one better practically equal prefer apple fine prefer samsung fine,2,-1
apple samsung arr like america russia enemy competitor world friend heart,2,-1
fan design,2,-1
remember removable storage existed,2,-1
lol apple copying samsung galaxy series,2,-1
video iphone actual iphone came prototype guess scenario,3,-1
apple went samsung samsung went apple,2,-1
hoping black gon black,2,-1
new button side supposed new capture button camera,2,-1
well last phone next year still plus,1,-1
black iphone plus look like black iphone,4,-1
called capture button,2,-1
last iphones spiderman impostor meme,2,-1
jeez bubs,2,-1
last iphones since,2,-1
iphone user detect second though like luxury bag owner detect second fake branded bag,2,-1
lmaaao top comment,2,-1
also,2,-1
karanruparel least samsung offer different form factor choose iphone look barely different iphone lmao,3,-1
nah start revolutionary design,2,-1
noah agreed,2,-1
last iphones,2,-1
utubefreak lol mean,2,-1
qnd othe look different karanruparel,4,-1
never heard one,2,-1
like esp line karanruparel,2,-1
psy,2,-1
samsung last model also,2,-1
psy delusion insane,2,-1
karanruparel wait forgot series,2,-1
noah form factor seen series care form factor anymore smart phone innovation getting boring said innovative,2,-1
guess didnt ask video better everyone,2,-1
,2,2
need get foldables,2,-1
samsung point,2,-1
utubefreak camera memory battery microphone speaker processor exactly wow really eeking major performance old part,2,-1
noah innovation equal form factor guy form substance buy device get bored move want apple cater think fit strategy,2,-1
psy iphone user tech people like samsung yet tell every single iphone apart easily except maybe,3,-1
case seri nay,2,-1
hahaha youtube channel would def subscribe,2,-1
,2,2
utubefreak yet phone company radical since right,2,-1
last iphones mean,2,-1
vunguyen nghi camera,2,-1
real,2,-1
dark nightwing,2,-1
iphone till pro line ups fuking,0,-1
iphone till pro line ups fuking,0,-1
iphone line completely redid internals making much easier right repair cheaper fix,2,-1
really need innovate,2,-1
utubefreak,2,-1
fruit phone,2,-1
extra hardware button chassis capture button camera soft press would focus click would shoot mute switch replaced action button,2,-1
next year iphone samsung release samphone,1,-1
plot twist actually full blown,2,-1
button antenna previous iphones gon say probably space reserved,2,-1
nah antenna moving left side sim slot vid button like basically confirmed many leak,2,-1
apple buyer beware apparently apple skip paying cent properly make piece inside sit tightly device drop break loose major issue forced pay ton money repair,2,-1
planning upgrade iphone iphone pro promax bit confused buy since past year using phone size really fit hand well missing oneday battery phone traveller photographer fed iphone battery life please someone suggest solution,3,-1
pro larger battery regular three camera set capture higher quality image without worrying killing battery,2,-1
iphone pro max gang,0,-1
used love channel filled genuine review infomercial material sold everyone freaking sad channel turned,2,-1
look like nothing phone,4,-1
wow change good job apple,2,-1
think mark zuckerberg birthday today,2,-1
new iphone apple seriously ran idea,3,-1
much also broke fix,2,-1
launch new one,2,-1
like company,4,-1
manishkumar mbbs idea company work,2,-1
know design around long enough change much anymore become quintessential version look levi jean evolved best form really stopped changing happening phone android phone experimenting different design people expect quintessential phone would,2,-1
copying,2,-1
random commentary little thought,2,-1
prodbyghostnotez may talking consumer shareholder assume latter consumer crazy idea,2,-1
samsung flagship phone also looked past year well point time smartphones reached point hard improve without making completely different device one see got spoilt straight non stop innovation past year mobile phone technology day innovation gon slow almost perfected phone computer,2,-1
peterdoesfarming far quintessential,2,-1
believe want parachute iphone,3,-1
rectangular slab glass much,2,-1
probably release every year instead elikinyo,1,-1
thecapitalg need make money know iphones always going releasing every year,1,-1
thecapitalg sale would got much decrease latest iphone model,2,-1
getting ridiculous anymore,2,-1
heard iphone artificial intelligence apple intelligence adapatable iphone sell well capability,3,-1
still look,4,-1
look believe apple purposely disappointing react better original design released,2,-1
look like apple going back iphone camera layout,4,-1
maybe button connector vision pro,0,-1
happend lew later,2,-1
mean look cute android,4,-1
early,2,-1
additional button probably button rather antena,2,-1
additional button dedicated camera button likely suitable landscape orientation,2,-1
innovation,2,-1
,2,2
basically use older iphone design also new case make money,3,-1
apple every year different made different,1,-1
new design like never,4,-1
best iphone yet,3,-1
gaslighting never end,2,-1
samshit every apple mock following,2,-1
thattattooguyofficial lol rather deal apple samsung bad experience galaxy,2,-1
shirlspark stardust iphone lol poke fun,3,-1
change work even samsung made big change,2,-1
every phone manufacturer thing type phone,1,-1
jamesdean iphone lol,3,-1
every established company making phone nowadays although apple particularly annoying,2,-1
still best phone,2,-1
remai music exactly bruv,2,-1
smxke best phone sense,2,-1
thattattooguyofficial past android user everything better apple,2,-1
randomx fastest chip best camera video phone fact opinion,2,-1
look like iphone,4,6
notyourdaddy read tim cook voice,2,-1
smxke literally fact okay know fact mean,2,-1
bigpoppa fastest chip fact know benchmark best camera video fact best stabilization phone,2,-1
smxke lie ahead buddy literally fact,2,-1
bigpoppa delusional broski look benchmark,2,-1
smxke literally article article talking high end phone faster better camera iphone better video pic certain social medium apps pretty much original statement fact,2,-1
bigpoppa bro reading article look cpu benchmark delusional imagine someone come deliver fact say gon disregard fact continue moron could never could,2,-1
yawn,2,-1
bigpoppa bro reading article,2,-1
bigpoppa imagine saying imma disregard fact continue slow asf,2,-1
smxke talking cause one know fact mean expected apple sheep long keep lying even lie make feel better buddy,2,-1
smxke fact speak legit looking original statement flat lie,2,-1
bigpoppa maybe mentally challenged lie,2,-1
bigpoppa youre cleary well head,2,-1
zacgougeon past cheap android user,2,-1
thebatman samsung rape iphone every sense,3,-1
ragingbad thats samsung cpu slower iphone,3,-1
bigpoppa nah youre delusional thats,2,-1
smxke aint got fastest chip cap,2,-1
randomx youre delusional look benchmark cope,2,-1
funny thing people buy cuz apple,2,-1
get use samsung mean objectively different also best iphone newest latest model saying sorry bad english latino jaja,2,-1
shirlspark stardust experience bad turn back,2,-1
smxke yeah fan boyzz,2,-1
like porsche design year many improvement every new model change something work,1,-1
smxke link half eatten apple fan boi,2,-1
samsung make change lately doubt,2,-1
randomx broke boi,2,-1
kentchristianmartinez okay kent zesty ahh name,2,-1
smxke cpu galaxy actually faster sit corner,2,-1
fatcrruise much useful anti reflective screen,2,-1
fatcrruise tell seen series person without telling hahaha,2,-1
ragingbad wrong benchmark tell different story,2,-1
kentchristianmartinez user switch barely enough say different even barely cant differentiate series series,2,-1
parinlebogs smartphone innovation dead nothing particularly said useful anymore even processor enough fast since last year thats sell,2,-1
new camera arrangement definitely improving spatial video two camera better aligned recording depth,2,-1
like mom say cold coffee,2,-1
ragingbad vivo rape time,2,-1
smxke fold series solo ishit,2,-1
lucifer nope pay worse chip battery life,2,-1
smxke paying worse chip battery life sound like iphone,2,-1
smxke aside temp fun fact mediatek soloing pro max costing much lesser funnier even cam top notch ofc chinese get point samsung iphones overpriced asf anyway,2,-1
smxke pro didnt felt okay price point like struggle low light heavy gaming dims display suddenly making hard play fps game soo changed pro much better wise yes io better tweak adjustable,2,-1
amazing,2,-1
exactly going motorola razr plus need something new tired iphone miss imessage gots,2,-1
phone company sorry buying shit last year phone buy new one better one year later sorry buying phone better,1,-1
smxke benchmark longer relevant try antutu see real result benchmark hype iphones period,2,-1
faster last model,2,-1
black,2,-1
went plus pro max still use today battery replacement jan battery terrible health,0,-1
apple used innovative back day say major innovation given android world truth,2,-1
new iphones look cool hope red colour pro though,2,-1
lie,2,-1
usually sent case developer produce case launch pretty much confirmed,2,-1
went nord zenphone ngl look least tried make look different mean let honest different,4,-1
bring back lew later,2,-1
bring back switching series plssss,2,-1
button antenna cut,2,-1
get morning know voted biden,2,-1
camera section like iphone without glasplate,3,-1
new button probably spatial video,2,-1
really take year phone newer release dont feel worth buy,1,-1
innovate notch stretch vertically way middle phone highlight advantage,2,-1
phone case designed protect phone like tip designed clean ear,2,-1
lew man complete case cover port stuff look unfinished way make case,2,-1
camera design looking cheap,2,-1
look like nothing phone,4,-1
flash base model think separate camera bump kinda ruin look phone,2,-1
like old iphone max case going look almost like latest,4,-1
iphone going change till stop io update,3,-1
evam already updated latest io version,2,-1
price,2,-1
max using io beta work like charm,2,-1
evam iphone radiation problem,3,-1
darronlun iphone radiation problem,3,-1
,2,2
best way wait till iphone dy upgrade apple nothing exciting anymore,2,-1
camera look different similar layout,4,-1
iphone look like redmi,4,-1
still iphone max still waiting apple come notch screen camera back iphone guess still waiting hanging max,3,-1
,2,2
one reason china first power world,2,-1
look like oppo xiaomi covered iphone style case,4,-1
nope wait couple year come another iphone,1,-1
pro max,0,0
pro model look since wtf apple,0,-1
wao good colour nice nice,2,-1
brought damn iphone pro max,0,-1
pro max highest storage black,0,-1
excited iphone,3,-1
look pro like iphone anything new model phone whether android iphone,4,-1
liking new camera layout base model,2,-1
think sad fully expect phone shatter drop use android drop device time think ever one old one shatter,2,-1
iphone dropped forcefully came pocket basketball bounced hit pocket forgot zip onto concrete shattered impact point corner phone half inch large crack look like section almost gouged rest phone completely fine like hairline crack cant really notice seems pretty durable unless samsungs completely survive concrete little hip height stand corrected,2,-1
black clean though,2,-1
apple want samsung point,2,-1
innovation going richter scale time sho,2,-1
still waiting apple iphone mega edition still waiting,3,-1
first,2,10
brought back mini,2,-1
still worse nokie finslly get better,2,-1
look change like year,4,-1
think sacked entire department,2,-1
apple making bigger iphone year button,1,-1
believe want back camera iphone,3,-1
iphone people thing,3,-1
iphone successor keep getting bigger bigger point fit pocket,2,-1
might get flip phone big screen still fit pocket,2,-1
would love see something new like iphone flip something new phone every year bit new color added lineup,1,-1
dont buy button,2,-1
like adding button side keeping simple key popular became,2,-1
one using iphone buy explode,3,-1
android lookalike pro maax,0,-1
wow another exactly phone little tiny bit useless product,2,-1
dedicated capture button,2,-1
changed nothing made camera even thicker wobble aorund even lay great stuff,2,-1
supposed iphone camera positioned might well call iphone,3,-1
donjuan want buy pro got change design bit look different,0,-1
donjuan layout lol,2,-1
acting like big company like samsung much,4,-1
vincentopperman seen samsung series since got launched many design change unlike iphones look notch dynamic island new change,2,-1
gurenn really good honestly dislike new design,2,-1
vincentopperman least samsung different form factor choose stuck big small iphone looked pretty much since freaking,2,-1
noah think iphone,3,-1
camera flush flat back iphone,3,-1
dynamic island new button flush rear camera additional rear camera pro pro max flush rear camera new button dynamic dot disappear full screen apple trillion dollar valuation,2,-1
watching twin culinary misfit,2,-1
,2,2
apple iphone except really,3,-1
nobody apple changing camera position apple fan innovation,2,-1
really hoping lidar scanner base apple apple guess,2,-1
new bottom quick access tiktok app,2,-1
button,2,-1
apple lost inspiration looking like cheap chinese phone coud move optic somewhere lol,2,-1
watching flawlessly performing iphone really need upgrade still daily average phone user,3,-1
saying thing since,2,-1
bet battery life noticeably gone,2,-1
guadalupe got battery changed though recently find good enough reason upgrade back like new get day use,2,-1
guadalupe would hold handy form factor,2,-1
guadalupe replace battery tbh,2,-1
also thought always month back upgraded android omg explain satisfaction good battery timing fast charging oled display much missing much,2,-1
iphones suck,2,-1
using iphone currently probably switch pro pro sept,0,-1
still rocking iphone hahaha,3,-1
bro iphone pro max buy sept dont know gon switch iphone,0,-1
using iphone plus,3,-1
upgrading cause battery shit bed mine slow reason getting new one,2,-1
using iphone mini year idk new look really official well look ugly sale going,4,-1
rydellgarcia design iphone minor change size people buy either rich show,3,-1
chaitong rich social climber sure hahahaha havent tried upgrading phone yearly like wtf,2,-1
changed battery even got io last night,2,-1
care product system open eye get phone,2,-1
another clickbait unbox therapy gone shit,2,-1
glad switched phone carrier even week ago could get iphone upgraded turn around see right around corner surprised see battery life get worse next month,2,-1
overall horrible battery life got mine december battery health much phone,2,-1
situation happen bought mine brand new apple store april saw dramatic shift battery consumption new io update september,2,-1
first,2,10
new camera layout look horrible opinion ofc heard people like,4,-1
iphone cooked bro good run,3,-1
run gon keep going talking,2,-1
said since,2,-1
aegisedgeno apple used valuable company nowhere near top nvidia took place,2,-1
ivaerz valuable company world largest company market cap name cap apple aapl microsoft msft nvidia nvda alphabet google goog,2,-1
apple need slow upgrade pro,0,-1
pro good year later even bother,0,-1
still good iphone,3,-1
happened sim feature would bring back sim slot,2,-1
asia iphone simslot variant iphones dont use esims,3,-1
every country us sim,2,-1
ohh didnt know thanks clarity,2,-1
junk junk,2,-1
bro please give iphone model,3,-1
unbox therapy showed upcoming iphone final design sure believe,2,-1
bro phone,2,-1
every phone past year basically minimal improvement,1,-1
bigger screen size,2,-1
showing cutout area antenna,2,-1
first,2,10
see apple going back basic,2,-1
look like nothing phone,4,-1
rexrex ugly nothing phone,2,-1
sinzz yeah sure,2,-1
sinzz ugly nothing phone uglier back led light shape design grow,2,-1
lol bro design boring done way back,2,-1
idk old buy new iphone every year lol went,1,-1
dude new phone,2,-1
old stopped stupid would need new phone every year wasteful keep phone year repurpose,1,-1
say care buy every second year cheap as still,1,-1
sound like care,2,-1
congratulation grown always known buying new iphone every year stupid understand people buy new phone every year,1,-1
wally right different,2,-1
wow held extra year good job,2,-1
well thing got release year saying extra year confused remember dropping next year dropped whole version,1,-1
tonyd wild acting like confused okay buy phone every year fine act like care,1,-1
row cause honestly confused lol last phone bought iphone max caring mean keeping updated iphones honestly fine honestly feeling old mean honestly tell feel better thought loop salute tho,2,-1
went ahead edited comment took care guess based upon response care make edit bad guy care buy every second year,2,-1
tonyd wild okay fine man good edit,2,-1
wow waited year upgrade every nothing change year apple,1,-1
look like samsung trying look like apple apple trying look like samsung worker may swapped building something,4,-1
lol,2,7
wdym apple camera design iphone,3,-1
anjeu yeah whatever fangurl,2,-1
anjeu almost different look similar samsung fold,2,-1
even samsung user yeah feel like,2,-1
,2,2
samsung better lot big change coming every year att list iphone bean like sense iphone,3,-1
anjeu,2,-1
venomtech mean right though,2,-1
majority samsung even apple fan would say new design,2,-1
look like iphone first like fanboi samshit need shut,4,-1
venomtech fact switched diagonal,2,-1
samsung looked like apple,4,-1
laithalaqrawi cope broke samsung user hypersonic apple chip competition market,2,-1
,2,2
laithalaqrawi lie barely big change except small upgrade like iphne,2,-1
pampamilyabadmintonhighlights cockphone,2,2
come design apple samsung nothing phone,2,-1
laithalaqrawi change made,2,-1
,2,2
justin yet hypersonic give market sale competing bottom market feeding scrap lenovo dell,2,-1
fidelisitor logic people could afford taxi aircraft,2,-1
justin must clown gaming pc alone generating revenue entire mac lineup sell average price little lower mac average think window pc sell cheap compared mac dead wrong one buy stupid mac,2,-1
,2,2
came fast,2,-1
clickbait master,2,5
look like samsung,4,-1
word say show american trapped illusion call american dream,2,-1
iphone eyepon,3,1
alumulemo case,2,-1
jonytesfaye fact,2,-1
,2,2
wet,2,2
apple becoming,2,-1
liked comment,2,-1
,2,2
disliked,2,-1
seen comment never wanted first,2,-1
wait iphone,3,-1
nothing smth like,4,-1
back day,2,-1
android better like agree,2,-1
exact thing,2,-1
side photobutton,2,-1
today mom birthday plz wish,2,-1
happy bday mom,2,-1
please pray bangladeshi student,2,-1
happened,2,-1
happened dear,2,-1
government killed student,2,-1
watching since iphone day,3,-1
phone since iphone,3,-1
first,2,10
new button likely dedicated camera button,2,-1
agree,2,-1
thinking thing since camera apple main selling point,2,-1
know action button could programmed camera shortcut right take camera becomes shutter button new button highly unlikely camera button run risk button camera apple likely,2,-1
probably apple stuff want usually,2,-1
capture button,2,-1
lly every read button said camera button would able focus light press capture hard press also said would able zoom swiping finger left right button,2,-1
lmao laugh android,2,-1
lly lol literally goof uneducated goof capturing video photo support vision type video look certain way forget called,2,-1
dedicated camera button phone dedicated photographer cause manual control pro mode lack many simple function,2,-1
tkmiro main selling point android better camera past year living rock,2,-1
mrzambrano doubt quoting heard year iphone main thing people mention camera iphone functionality luxurious phone brand,3,-1
tkmiro expensive mean luxurious iphones made china,2,-1
pressure sensitive double staged autofocus probably touch sensitive capability zoom,2,-1
would useless omg,2,-1
stupid,2,-1
yeah camera button,2,-1
home button like older iphone version,3,-1
tkmiro,2,-1
less money buy much better dedicated sony prosumer camera bigger sensor exchangeable lens full set control zoom button,2,-1
tijothomas ipay button everytime press transferred acct,2,-1
sony xperia,2,-1
could sim tray lot country still digital sim card since come china guessing,2,-1
action button pro,0,-1
likely sim tray,2,-1
also maybe fingerprint scanner,2,-1
lol,2,7
iiverpoolfc yep think finger scanner thought ur,2,-1
let honest camera replica make new thumb scanner button side replace missing home button lol,2,-1
right,2,-1
bro right,2,-1
realme,2,-1
wait get hand,2,-1
,2,2
lol fucking garbage real fake care,2,-1
thought case cmf phone sorry apple late,2,-1
camera layout allows spatial video thing whatever called make sense,2,-1
even close difficulty achieve diagonal layout could save time money change innovation basically negligible come phone classic example company taking risk lazy innovation version upgrade spatial thing going iphone day finally came picture year achieve spatial vision pro perpendicular sensor setup easily achieve phone well know need new bull cover called refreshed design,2,-1
harshajsm make buy new cover instead reusing old one,2,-1
usual,2,-1
iphone pro max ultra mega plus platinum bank account,0,-1
trash anyway,2,-1
switched android samsung year ago best decision ever,2,-1
isaiah shutter speed issue bad samsung otherwise really liked,2,-1
lol,2,7
isaiah sure mean galaxy model pretty much identical iphone price,2,-1
,2,2
would love hear breakdown new lew later,2,-1
lew later damn time miss hearing lew rant bagel sesame seed elon tesla dishing joke willie doo,2,-1
apol ifone,2,2
knew would ad somewhere,2,-1
savebangladeshistudents,2,2
last,2,-1
new iphone,3,-1
big fan going year strong,1,-1
lou prime day video year,2,-1
hey babe wake unbox therapy alive,2,-1
phone,2,-1
apple apple love innovation iphone kept factor added nothing except new button,2,-1
every phone past year basically minimal improvement,1,-1
apple really need release new phone every year anymore course always need latest greatest population hardly anything changed since iphone,1,-1
obviously,2,-1
little constant camera bump smh,2,-1
phone greatest call trashest,2,-1
business model relese consumer consume natual human instinct better one another take principle every iphone think need latest greatest better everyone else,2,-1
people need change iphones every year,1,-1
people upgrade every year expecting buy every year anyone see performance difference different look,1,-1
umb exactly obviously going keep releasing every year consumer frustrating release thing every single year surprised thought change physical design yet know apple risky like think public would enjoy refresh,1,-1
steve wasniak still us say changed except size,2,-1
sell leftover stock previous model,2,-1
thinking pointless,2,-1
ightmrfr point calling product bad even though one best get make feel better give sort dopamine,2,-1
point buy every year great update people year old iphones,1,-1
cash cow surely investor get mad make huge profit every september every year,1,-1
android year first iphone considering switching back,3,-1
mjla fifteen pretty nice overall great phone,2,-1
people dont buy iphones every year iphone upgrade people still use iphone,1,-1
many upgrading year year year change incremental people upgrade phone every year,1,-1
shafiq ramli agree destroying brand even time make innovation clock,2,-1
car maker release new model every year expect people buy new car every year phone maker,1,-1
fax mean tried iphone pro loved decided android ahead game imo,2,-1
thing like introduction smooth scrolling iphone new feature stop charging reaching percent,2,-1
latest greatest buy iphone,3,-1
exactly,2,-1
,2,2
currently using good phone absolutely need spend something different number,2,-1
angieleo course got take pic bun edge brow viewer,2,-1
underestimate amount braindead consumer company multi billionaire,2,-1
angiejordan pray funny looking self overcomes covetousness per request bio,2,-1
even need look metric know amount consumer bozo much higher,2,-1
iphone pro max camera better bigger pro max dont care camera yes much changed,0,-1
almost like could apply every business umb,2,-1
start innovating,2,-1
agree pro thing want usb since literally every device usb probably upgrade call good year,1,-1
people upgrade different time surviving,2,-1
know many time need said go person world fact reason people understand liked comment regardless people people iphone might huge upgrade coming older model happens iphones actually last say person bought samsung phone owns iphone,2,-1
went pro max pro max screen adjustable refresh rate huge side side big change besides yeah right much different,0,-1
umb people buying phone feel superior people figured novelty something new slightly fresh without cracked screen maybe android user never really understood whole phone status symbol thing really upgraded major update current device longer usable would imagine business model business release consumables consumer consume,2,-1
hardly anyone actually buy every year whenever upgrade every year whatever get newest advanced one make one every year would look lazy innovative something business,1,-1
yeah still pro max still great condition take fantastic pic vids really seen anything crazy others yet would cause get another one,0,-1
company eye every,1,-1
absolutely true every single year personally believe samsung brand would better every two year,1,-1
every smartphone manufacturer race built feature phone focusing look priority right,2,-1
aminebelhoucine correct answer,2,-1
funnily enough apple estimating sell million phone year previous year someone buying new phone yeah usually people get new phone every year change naturally noticeable get new phone every year,1,-1
kurtschwoerer totally new design company product risk company brand awareness take apple watch totally recognizable mile away people instantly see wearing apple watch change design often stop recognizable iconic therefore brand loses distinct look therefore brand strength value changing design product extremely expensive take special new thinking engineering also inside product whole way also always risk losing brand instant recognition,2,-1
going upgrade iphone going different apple innovating year boring phone minor camera upgrade maybe feature,1,-1
done buy dude simple,2,-1
kurtschwoerer android android newly introduced since galaxy,2,-1
hardly anybody upgrade every year upgrade every year always year new one every year plus let test adjust instead bad feature year drive everyone different brand making new version product every year really done every company get people buy newest one every year know people think new version mean must buy every version every time never really case,1,-1
iphone basically iphone sss,3,-1
paulsharp beg differ,2,-1
old tech new gimmick last year titanium dynamic island let see fancy name come year lure innocent consumer,1,-1
ivaerz oversold dynamic island underdelivered nothing blank dead pixel house face sensor,2,-1
pro max waiting something fresh android deep ecosystem,0,-1
yep every year fine,1,-1
ightmrfr cope beta behaviour,2,-1
kendalgreene yeah rate gon phone stand,2,-1
true could keep iphone pocket fry ball iphone started carrying handbag,3,-1
camera,2,-1
sure used buy yearly would feel stupid even afford cash worth change tiny,2,-1
stylinsis went pro broke tried repairing probably could separated actual glass metal housing attaching phone instead housing phone lol broke ribbon cable front camera module break would waited iphone game changer excited eye tracking,2,-1
true still happy iphone feel need upgrade feeling missing last week life go like usual,2,-1
every major phone company release update flagship annually,1,-1
believe trash using beach,2,-1
kurtschwoerer public care everyone phone geek,2,-1
dude people get year later yearly release still matter every year someone need new iphone matter long old one apple gon miss common sense,1,-1
iphone lost innovation,3,-1
theoddgamer good point,2,-1
aminebelhoucine really good jump glad waited though apple intelligence look really cool,2,-1
since,2,-1
noah iphone basically iphone,3,-1
iphone design look rooty poop phone design need designed young designer older people,2,-1
iphone look rooty poop jesus need something new younger designer bold designer,2,-1
creating need tech obsolence,2,-1
zioser upgrade since still iphone since release date,3,-1
iphone pro max shitting bed would depressed release new generation feeling latest greatest gadget drug,0,-1
surajsingh phone innovation dead apple hater said otherwise,2,-1
long sheep buy,2,-1
kurtschwoerer gon complain ugly change good design,2,-1
iphone iphone massive difference idk hardly anything lol,3,-1
think great change since cause adding action motion plus,2,-1
post make sense since apple sell million million iphones every year surely older model well greatest chunk new model need latest greatest lie seems far greater percentage need,1,-1
let say iphone year battery starting fade buy work,1,-1
bet like apple user new every year,1,-1
rossbossly think reasonable people wait least year,1,-1
god love much gave perfect son die sin raised grave defeat death faith jesus saved reconciled god please repent,2,-1
nothing changed since iphone hahahahahahah,3,-1
need fix regularly,2,-1
even mention really understand need slight bump every year fuck phone make last year model obsolete immediately serious work done via phone requires miniscule power upgrade filming serious filming use phone work come,1,-1
